"x"
"((8_2120010021:0.0625,9_2120010021:0.0625):0.3407005668,((10_0112212221:0.3022900224,(4_2112212021:0.0625,(2_2112212021:0.0625,3_2112212021:0.0625):0.0625):0.374709636):0.2986161709,(1_2012212021:0.3906790912,(5_0012212221:0.3109309375,6_0012012221:0.2731609643):0.3047487736):0.2557916939):0.3963324726);"
"(5_1102000001:0.4512439072,(((7_1111111021:0.04545454545,8_1111111021:0.04545454545):0.2786847949,(12_1111111121:0.2786847949,(11_1111111121:0.2786847949,(9_1111111121:0.2786847949,10_1111111121:0.2786847949):0.2786847949):0.2786847949):0.2786847949):0.2987224162,(6_2100012001:0.2756958008,(4_1112212001:0.04545454545,(3_1112212001:0.04545454545,(1_1112212001:0.04545454545,2_1112212001:0.04545454545):0.04545454545):0.04545454545):0.3247687221):0.3812975883):0.2987224162);"
"((3_2110100021:0.05555555556,4_2110100021:0.05555555556):0.4683062136,((1_2120211221:0.2353657335,2_2120212221:0.2353657335):0.2588444054,((5_1110112221:0.05555555556,6_1110112221:0.05555555556):0.26711905,(9_0111111221:0.2476675808,(10_1111111221:0.2290449888,(7_1110111221:0.05555555556,8_1110111221:0.05555555556):0.2290449888):0.2290449888):0.2290449888):0.2290449888):0.2812790871);"
"((13_0210012201:0.05555555556,14_0210012201:0.05555555556):0.3632207513,((11_1112010021:0.260040611,(12_1112011021:0.2533587813,(9_1112011121:0.2533587813,10_1112011121:0.2533587813):0.2533587813):0.2533587813):0.2201329023,((1_2102111221:0.189640969,2_2102111221:0.189640969):0.189640969,(3_2102010221:0.05555555556,4_2102010221:0.05555555556):0.189640969):0.2597995102):0.348601371);"
"(5_1101201221:0.3715322316,((6_2101001000:0.1192922518,(2_2101101000:0.133440569,(3_2100101000:0.07142857143,4_2100101000:0.07142857143):0.133440569):0.133440569):0.2734957337,(1_0101001001:0.2376843244,(7_1111001001:0.2176379561,8_1111001021:0.2198664844):0.2176379561):0.2033408284):0.3960522413);"
"(1_2100111000:0.3762938082,(4_2100101000:0.1666666667,(2_2100101000:0.1666666667,3_2100101000:0.1666666667):0.1666666667):0.4603641331);"
"((13_2000100021:0.01315789474,14_2000100021:0.01315789474):0.4316892624,(((35_1111201221:0.2628683448,(7_1111001211:0.01315789474,8_1111001211:0.01315789474):0.2130005211):0.2352968156,(((30_2100101021:0.01315789474,(15_2100101021:0.01315789474,16_2100101021:0.01315789474):0.01315789474):0.2751594782,(29_1111101021:0.2412756532,((22_2110101021:0.1774238348,(21_2111101021:0.1774238348,(17_2111101021:0.1774238348,18_2111101021:0.1774238348):0.1774238348):0.1774238348):0.2210239768,(1_2110101001:0.2190225124,(23_2111101001:0.2187869847,(19_2111101011:0.2187869847,20_2111101011:0.2187869847):0.2187869847):0.2187869847):0.2187869847):0.2548339963):0.2412756532):0.2412756532,((3_2100101000:0.133440569,36_2101101000:0.133440569):0.2096353322,(25_1101001020:0.1679142416,26_1111001000:0.164710179):0.1532091051):0.2257291973):0.2857855856):0.3543656766,(4_2102110021:0.3837353885,((10_0112210011:0.2876338661,(31_1112211011:0.2876338661,32_1112211011:0.2876338661):0.2876338661):0.3270768225,(((45_2112111001:0.2040413767,(44_2112111001:0.2040413767,(24_2112111001:0.2040413767,43_2112111001:0.2040413767):0.2040413767):0.2040413767):0.2040413767,(12_2112101000:0.2034355551,(27_2102111000:0.1542926878,46_2112111000:0.1542926878):0.1542926878):0.2040413767):0.3700847626,((28_1112011011:0.289429307,34_1112011201:0.2533264458):0.2530764341,(33_1122111121:0.284484446,(9_2112111211:0.2568188012,(6_2112111221:0.01315789474,(2_2112111221:0.01315789474,5_2112111221:0.01315789474):0.01315789474):0.2568188012):0.2943273187):0.284484446):0.284484446):0.284484446):0.284484446):0.3278027177):0.3543656766);"
"((17_2100101000:0.02941176471,24_2100101000:0.02941176471):0.4603641331,(((9_2112111201:0.02941176471,10_2112111201:0.02941176471):0.3108930886,(13_1112111221:0.2576009631,(14_2112111221:0.02941176471,(12_2112111221:0.02941176471,(11_2112111221:0.02941176471,(5_2112111221:0.02941176471,6_2112111221:0.02941176471):0.02941176471):0.02941176471):0.02941176471):0.2576009631):0.2791748643):0.3094105124,((1_1110001221:0.02941176471,2_1110001221:0.02941176471):0.2294864208,((7_2111101201:0.02941176471,8_2111101201:0.02941176471):0.2292159349,((15_2110101021:0.02941176471,16_2110101021:0.02941176471):0.2342744768,(3_2110101221:0.1811874509,4_2120101221:0.1811874509):0.1904591471):0.2472023219):0.2832794189):0.3543656766):0.3094105124);"
"((10_2220102101:0.1617502272,11_2220102200:0.1617502272):0.499602288,((3_1100010000:0.1543120444,(5_1102111000:0.2006113827,((7_1100101000:0.1350651681,(8_1100001000:0.03571428571,(2_1100001000:0.03571428571,4_1100001000:0.03571428571):0.03571428571):0.1350651681):0.2251331061,(6_2100111000:0.205868721,12_2100101000:0.205868721):0.1951667666):0.1666862965):0.2006113827):0.2879414856,(9_2120100100:0.2377151996,(16_2020100101:0.03571428571,(15_2020100101:0.03571428571,(13_2020100101:0.03571428571,14_2020100101:0.03571428571):0.03571428571):0.03571428571):0.2092597634):0.3518514037):0.295997858);"
"((1_2120101121:0.0625,2_2120101121:0.0625):0.4013540149,(10_2102111000:0.2873439789,((9_2100101000:0.0625,12_2100101000:0.0625):0.2216908336,(5_2110101210:0.1680037975,(6_2100101210:0.1747493744,(7_2100101200:0.0625,8_2100101200:0.0625):0.1747493744):0.1680037975):0.1667948663):0.2579513788):0.3154794574);"
