parent,child,pred_len
1112111221,2112111221,0.25760096311569214
2110101221,2120101221,0.1811874508857727
2110101121,2110101021,0.2342744767665863
2110101121,2110101221,0.19045914709568024
2111101111,2111101201,0.22921593487262726
2111101111,2110101121,0.2472023218870163
1111101111,1110001221,0.22948642075061798
1111101111,2111101111,0.2832794189453125
1112111211,2112111201,0.31089308857917786
1112111211,1112111221,0.2791748642921448
1111111111,1112111211,0.3094105124473572
1111111111,1111101111,0.35436567664146423
1111111111,2100101000,0.46036413311958313
