parent,child,pred_len
1111101011,1111001011,0.2033408284187317
0000000122,0000000022,0.3804072439670563
0000000122,0000000222,0.3207082152366638
0000001122,0000001022,0.3131661117076874
0000001122,0000000122,0.2832696735858917
0100000122,0100000022,0.3650192618370056
0100000122,0100000222,0.3065403699874878
0100001122,0100000122,0.27009817957878113
0100001122,0000001122,0.23375444114208221
1111101011,1101001011,0.2049768716096878
1111111111,1111101011,0.3960522413253784
1111111111,0100001122,0.43363156914711
