parent,child,pred_len
2112111211,2112011221,0.2333543449640274
2112111211,2112211201,0.2650987505912781
2112111211,2112000201,0.3055400252342224
0112211221,0112212221,0.29171332716941833
1112111211,0112211221,0.3124725818634033
1112111211,2112111211,0.2940375804901123
2000212011,2000212000,0.317546546459198
2000212011,2000212021,0.3190611004829407
0000010121,0000000221,0.36811771988868713
0000010121,0000010021,0.3488646447658539
1000111111,0000010121,0.31658026576042175
1000111111,2000212011,0.43276241421699524
1112111111,2112210000,0.3929813504219055
1112111111,1112111211,0.2611287236213684
1111111111,1112111111,0.32780271768569946
1111111111,1000111111,0.25105834007263184
