parent,child,pred_len
1101001000,2101001000,0.15273147821426392
1101001000,1100001000,0.13266363739967346
1111001010,1111001000,0.1647101789712906
1112011021,1112011020,0.1982254534959793
2102111000,2102101000,0.19984078407287598
1102211001,0102211000,0.2476186901330948
1112011021,0102011021,0.2159518003463745
1102111221,2102111221,0.253353476524353
1102111221,1102011221,0.20207834243774414
2101111010,2100101020,0.24401912093162537
2101111010,2102111000,0.22038519382476807
1111001010,1101001000,0.16610018908977509
1111111010,1111001010,0.22870279848575592
1111111010,2101111010,0.22106605768203735
1111001201,1101001201,0.19094672799110413
1111111111,1111001201,0.3248368799686432
1111111111,1111111010,0.3181441128253937
1111101021,2111101021,0.22172962129116058
1111101021,1110201021,0.20360493659973145
1112111121,1102111221,0.22923040390014648
1112111121,1112011021,0.2521968483924866
1112211101,1112211200,0.2436051070690155
1112211101,1102211001,0.29602333903312683
1112111111,1112211101,0.3058716952800751
1112111111,1112111121,0.2968326210975647
1111111111,1111101021,0.41848528385162354
1111111111,1112111111,0.32780271768569946
1111111111,2011102221,0.40619778633117676
