parent,child,pred_len
1111111111,1111111101,0.29599785804748535
1111111111,1111111001,0.33437421917915344
1111111111,0111111111,0.3010425865650177
1111111111,1111111021,0.3372827172279358
1111111100,1111111000,0.22000473737716675
1111111111,1111111100,0.2972622513771057
1111001011,1111000011,0.2100919932126999
1111001011,0102001011,0.26558718085289
1101010010,1102010010,0.2587401270866394
1101010010,2100000000,0.3346216082572937
1111011011,1101010010,0.238544762134552
1111011011,1111001011,0.2962140142917633
1111111111,2110111211,0.2964950501918793
1111111111,1111011011,0.2900231182575226
