parent,child,pred_len
1111001011,1111001001,0.21763795614242554
2111101211,2111101201,0.228969544172287
2111101211,2111101221,0.23127977550029755
1111101011,1111101001,0.23889657855033875
1111101011,1111001011,0.2033408284187317
2110101001,2100101000,0.18824675679206848
2111111211,2112111201,0.30187705159187317
2111111211,2111101211,0.31001558899879456
2111111001,2112111000,0.24527181684970856
2111111001,2110101001,0.26689428091049194
1111101011,0110201001,0.26945534348487854
1111111011,1111101011,0.3219890296459198
1111111011,2111111001,0.3003734350204468
1111111211,1101001221,0.32961711287498474
1111111211,2111111211,0.2959170639514923
2212110000,2202110000,0.15063273906707764
2212111101,2222112101,0.19720087945461273
2212111101,2212110000,0.20926475524902344
1111111111,1111111211,0.26287615299224854
1111111111,1111111011,0.31683096289634705
1111111111,2212111101,0.43395593762397766
