"x"
"((8_2120010021:0.0625,9_2120010021:0.0625):0.3407005668,((1_2012212021:0.2188266665,(4_2112212021:0.2188266665,(2_2112212021:0.2188266665,3_2112212021:0.2188266665):0.2188266665):0.2188266665):0.3751271963,(6_0012012221:0.2310211509,(5_0012212221:0.2647424638,10_0112212221:0.2647424638):0.2970061898):0.2909839749):0.3963324726);"
"(((7_1111111021:0.04545454545,8_1111111021:0.04545454545):0.2786847949,(12_1111111121:0.2786847949,(11_1111111121:0.2786847949,(9_1111111121:0.2786847949,10_1111111121:0.2786847949):0.2786847949):0.2786847949):0.2786847949):0.2987224162,(6_2100012001:0.2709883749,(5_1102000001:0.2711789608,(4_1112212001:0.04545454545,(3_1112212001:0.04545454545,(1_1112212001:0.04545454545,2_1112212001:0.04545454545):0.04545454545):0.04545454545):0.2703443766):0.265799433):0.3343742192);"
"((3_2110100021:0.05555555556,4_2110100021:0.05555555556):0.4683062136,((1_2120211221:0.2353657335,2_2120212221:0.2353657335):0.2588444054,(9_0111111221:0.2476675808,((5_1110112221:0.05555555556,6_1110112221:0.05555555556):0.26711905,(10_1111111221:0.2290449888,(7_1110111221:0.05555555556,8_1110111221:0.05555555556):0.2290449888):0.2290449888):0.2290449888):0.2290449888):0.2812790871);"
"((13_0210012201:0.05555555556,14_0210012201:0.05555555556):0.3632207513,((11_1112010021:0.260040611,(12_1112011021:0.2533587813,(9_1112011121:0.2533587813,10_1112011121:0.2533587813):0.2533587813):0.2533587813):0.2201329023,((1_2102111221:0.189640969,2_2102111221:0.189640969):0.189640969,(3_2102010221:0.05555555556,4_2102010221:0.05555555556):0.189640969):0.2597995102):0.348601371);"
"(5_1101201221:0.3715322316,((6_2101001000:0.1192922518,(2_2101101000:0.133440569,(3_2100101000:0.07142857143,4_2100101000:0.07142857143):0.133440569):0.133440569):0.2734957337,(8_1111001021:0.2198664844,(1_0101001001:0.1980570257,7_1111001001:0.1980570257):0.2176379561):0.2033408284):0.3960522413);"
"(1_2100111000:0.3762938082,(4_2100101000:0.1666666667,(2_2100101000:0.1666666667,3_2100101000:0.1666666667):0.1666666667):0.4603641331);"
"(((25_1101001020:0.1679142416,26_1111001000:0.164710179):0.296194911,(((27_2102111000:0.2056815773,((45_2112111001:0.2040413767,(44_2112111001:0.2040413767,(24_2112111001:0.2040413767,43_2112111001:0.2040413767):0.2040413767):0.2040413767):0.2040413767,(12_2112101000:0.2034355551,46_2112111000:0.2034355551):0.2040413767):0.2040413767):0.2441517264,((1_2110101001:0.181764707,23_2111101001:0.181764707):0.181764707,(3_2100101000:0.133440569,36_2101101000:0.133440569):0.183968991):0.2666248679):0.300373435,(4_2102110021:0.3637339473,((29_1111101021:0.2412756532,((21_2111101021:0.01315789474,(17_2111101021:0.01315789474,18_2111101021:0.01315789474):0.01315789474):0.2210239768,(19_2111101011:0.2210239768,20_2111101011:0.2210239768):0.2210239768):0.2548339963):0.2412756532,((13_2000100021:0.01315789474,14_2000100021:0.01315789474):0.1652005613,(22_2110101021:0.1828785241,(30_2100101021:0.01315789474,(15_2100101021:0.01315789474,16_2100101021:0.01315789474):0.01315789474):0.1828785241):0.1828785241):0.2731557488):0.3219890296):0.3637339473):0.3637339473):0.3168309629,((28_1112011011:0.2267045826,(10_0112210011:0.2876338661,(31_1112211011:0.2876338661,32_1112211011:0.2876338661):0.2876338661):0.2603518963):0.3681462705,((33_1122111121:0.284484446,(9_2112111211:0.2568188012,(6_2112111221:0.01315789474,(2_2112111221:0.01315789474,5_2112111221:0.01315789474):0.01315789474):0.2568188012):0.2943273187):0.3278027177,(35_1111201221:0.3688593209,(34_1112011201:0.3004594743,(7_1111001211:0.01315789474,8_1111001211:0.01315789474):0.3085767031):0.2387825251):0.262876153):0.3278027177):0.3278027177);"
"((17_2100101000:0.02941176471,24_2100101000:0.02941176471):0.4603641331,(((13_1112111221:0.2576009631,(14_2112111221:0.02941176471,(12_2112111221:0.02941176471,(11_2112111221:0.02941176471,(5_2112111221:0.02941176471,6_2112111221:0.02941176471):0.02941176471):0.02941176471):0.02941176471):0.2576009631):0.3293061852,((7_2111101201:0.02941176471,8_2111101201:0.02941176471):0.2782408297,(9_2112111201:0.02941176471,10_2112111201:0.02941176471):0.2551292479):0.3128325641):0.262876153,((15_2110101021:0.02941176471,16_2110101021:0.02941176471):0.2880919874,((1_1110001221:0.02941176471,2_1110001221:0.02941176471):0.1882667691,(3_2110101221:0.1811874509,4_2120101221:0.1811874509):0.2370786816):0.2086604685):0.3762304187):0.262876153);"
"((5_1102111000:0.2006113827,((6_2100111000:0.205868721,12_2100101000:0.205868721):0.1951667666,(3_1100010000:0.1578505635,(7_1100101000:0.1350651681,(8_1100001000:0.03571428571,(2_1100001000:0.03571428571,4_1100001000:0.03571428571):0.03571428571):0.1350651681):0.2251331061):0.1578505635):0.1666862965):0.3379736245,((9_2120100100:0.2377151996,(16_2020100101:0.03571428571,(15_2020100101:0.03571428571,(13_2020100101:0.03571428571,14_2020100101:0.03571428571):0.03571428571):0.03571428571):0.2092597634):0.1925034076,(10_2220102101:0.1617502272,11_2220102200:0.1617502272):0.2577741444):0.3982249498);"
"((1_2120101121:0.0625,2_2120101121:0.0625):0.4013540149,(10_2102111000:0.2873439789,((9_2100101000:0.0625,12_2100101000:0.0625):0.2216908336,((7_2100101200:0.0625,8_2100101200:0.0625):0.1794712096,(5_2110101210:0.1680037975,6_2100101210:0.1680037975):0.1680037975):0.1667948663):0.2579513788):0.3154794574);"
