parent,child,pred_len
2110101011,2110101021,0.2259247899055481
2110101011,2100101000,0.22646546363830566
1112111221,2112111221,0.25760096311569214
1112111221,2112111221,0.25760096311569214
2111111201,2111101201,0.278240829706192
2111111201,2112111201,0.25512924790382385
1111111211,2111111201,0.3128325641155243
1111111211,1112111221,0.3293061852455139
2110101221,2120101221,0.1811874508857727
2111111221,2110101221,0.27263593673706055
2111111221,2112111221,0.24957069754600525
1111111221,1110001221,0.2700878381729126
1111111221,2111111221,0.2593330442905426
1111111211,1111111221,0.280997097492218
1111111111,1111111211,0.26287615299224854
1111111111,2110101011,0.43661460280418396
