parent,child,pred_len
1100001201,0100001201,0.20684809982776642
1100001201,2100001201,0.21714584529399872
1100001101,1100001201,0.1905203014612198
1100001101,2100002001,0.30706849694252014
2102212101,2102212202,0.310896098613739
2102211101,2102212101,0.271651953458786
2102211101,2102210101,0.23945695161819458
2102000000,2202000000,0.18277719616889954
2102110101,2102120202,0.3091471195220947
2102110101,2102000000,0.36730921268463135
2102111101,2102110101,0.22972719371318817
2102111101,2102211101,0.2334561049938202
1101111101,2102111101,0.32563862204551697
1101111101,1100001101,0.2888628840446472
0112210221,0122210221,0.29862380027770996
0112210221,0212210221,0.3572986125946045
1111111111,0112210221,0.3740372359752655
1111111111,1101111101,0.29810041189193726
