parent,child,pred_len
0100000101,0000000101,0.24158471822738647
0111211221,0110211221,0.2533007264137268
1211211021,0212211021,0.22913971543312073
1211211021,2220211021,0.19181813299655914
2211211121,2212211221,0.20242951810359955
2211211121,2220211021,0.19857941567897797
1211211121,2211211121,0.22531163692474365
1211211121,1211211021,0.22746776044368744
1110210001,2110210001,0.33212020993232727
1110210001,0110210001,0.31858891248703003
1110210011,0100210021,0.37658002972602844
1110210011,1110210001,0.34723910689353943
1111211111,1110210011,0.3367564380168915
1111211111,1211211121,0.3560974597930908
1111211111,0111211221,0.31433403491973877
1111111111,1111211111,0.29103535413742065
1111111111,0100000101,0.3783802390098572
