parent,child,pred_len
1100211001,1100212001,0.2729494869709015
0102111001,0102212001,0.2815524637699127
1101111001,0102111001,0.2820383608341217
1101111001,1100211001,0.22984004020690918
0122211221,0122212221,0.2644253671169281
1112211221,2112212221,0.31005561351776123
1112211221,0122211221,0.24493089318275452
2112111021,2112211021,0.2073831409215927
2112111021,2102011021,0.1804094761610031
2111211021,2110211021,0.20880573987960815
2111211021,2122211021,0.2377203106880188
2111111021,2111211021,0.20887260138988495
2111111021,2112111021,0.23875567317008972
1111111121,2111111021,0.31316933035850525
1111111121,1112211221,0.2830216586589813
1111111111,1111111121,0.29872241616249084
1111111111,1101111001,0.3366190195083618
2110111221,2110211221,0.22358731925487518
2110111221,2110011221,0.1934487223625183
2110111111,2110111221,0.26426956057548523
2110111111,2110111001,0.3155636489391327
2112012221,2122012221,0.21574142575263977
2112012221,2102012221,0.2278149425983429
2112012221,2122012221,0.21574142575263977
2112111211,2112011221,0.2333543449640274
2112111211,2112211200,0.26628103852272034
2112111211,2112211200,0.26628103852272034
2112111211,2112012221,0.27189207077026367
2111111111,2112111211,0.28559258580207825
2111111111,2110111111,0.25750648975372314
1111111111,2111111111,0.31417223811149597
