parent,child,pred_len
2112111221,2102211221,0.21889926493167877
2112111221,2102111221,0.2094791829586029
2111111111,2112111221,0.30492791533470154
2111111111,2100101000,0.39208927750587463
1111101201,0001200201,0.2164938896894455
1111101201,1110001201,0.18866415321826935
1101111101,2100101100,0.3538166880607605
1101111101,1101021101,0.21889431774616241
1111111101,1101111101,0.25172656774520874
1111111101,2121121101,0.2655848562717438
1111111101,1111101201,0.3019986152648926
1111111111,1111111101,0.29599785804748535
1111111111,2111111111,0.31417223811149597
