parent,child,pred_len
0112211221,0112212221,0.29171332716941833
0112211111,0112210000,0.3719647228717804
0112211111,0112211221,0.3069245517253876
0112211111,0112211221,0.3069245517253876
0112211111,0012211000,0.3280750811100006
2112212221,2212212221,0.2996494472026825
2111211211,2110211201,0.26678401231765747
2111211211,2112212221,0.3619941174983978
1111211111,2111211211,0.3076287508010864
1111211111,0112211111,0.36355939507484436
2111212121,2121212221,0.248750701546669
1112211111,0112211221,0.3123895227909088
1112211111,2222212000,0.46998050808906555
1111211111,1112211111,0.3398536145687103
1111211111,2111212121,0.39433595538139343
1111111111,1111211111,0.29103535413742065
1111111111,1111211111,0.29103535413742065
