parent,child,pred_len
1121101111,1121001111,0.20475812256336212
0122211111,0122211221,0.2787737250328064
1121111111,0122211111,0.33310335874557495
1121111111,1121101111,0.3238970935344696
2111111111,2100101000,0.39208927750587463
2111111111,2112111211,0.28559258580207825
2111111111,2112111211,0.28559258580207825
1111111111,2111111111,0.31417223811149597
1111111111,1121111111,0.2677174210548401
1112111121,0122211121,0.2615516781806946
1112111121,2212112221,0.34393563866615295
2111101101,2121101100,0.195460706949234
2111101101,2111101201,0.1906474381685257
1111101111,2111101101,0.2997800409793854
1111101111,0111001221,0.2481333315372467
1111111111,1111101111,0.35436567664146423
1111111111,1112111121,0.348601371049881
2110101121,2110101021,0.2342744767665863
2110101121,2100101221,0.19201651215553284
1111111111,2110101121,0.4158269166946411
1111111111,0112011012,0.42269569635391235
