parent,child,pred_len
1111111201,1111110201,0.2403785139322281
1111111201,1111112201,0.2726530432701111
1111111201,1111112201,0.2726530432701111
1111111121,1110111121,0.2446080446243286
1111111121,1112111121,0.2888942062854767
1111111111,1111111121,0.29872241616249084
1111111111,1111111201,0.2786504030227661
2100001001,2100002000,0.19620782136917114
2100001001,2100000001,0.1699998527765274
1111101001,2100001001,0.20724643766880035
1111101001,1111102001,0.23372763395309448
1111111111,1111101001,0.41531533002853394
1111111111,1110111121,0.2990110516548157
1111111111,1111110111,0.28673073649406433
1111111111,2110111001,0.3725159764289856
1111111111,1111111001,0.33437421917915344
1111111111,2111111111,0.31417223811149597
1111111111,2110111211,0.2964950501918793
1111111111,1112111111,0.32780271768569946
1111111111,1112111001,0.38692164421081543
1111111111,1112111111,0.32780271768569946
