parent,child,pred_len
1111111100,2100000000,0.3028029501438141
1111111011,1111111000,0.26793769001960754
1111111011,0102001011,0.37068483233451843
1111111111,1111111011,0.31683096289634705
1111111111,1111111100,0.2972622513771057
1111111111,1111111101,0.29599785804748535
1111111111,1111111021,0.3372827172279358
1111111011,1111111001,0.266750693321228
1111111011,1102010010,0.28117719292640686
1111111111,1111111011,0.31683096289634705
1111111111,1111111101,0.29599785804748535
1111111111,1111000011,0.37429875135421753
1111111111,0111111111,0.3010425865650177
1111111111,2110111211,0.2964950501918793
