parent,child,pred_len
2112111001,2112111000,0.20404137670993805
1111101111,1111201221,0.2631388008594513
1111101111,2101101000,0.3420315980911255
1112111111,1122111121,0.2844844460487366
1112111111,1112011201,0.2521646022796631
1111111111,1112111111,0.32780271768569946
1111111111,1111101111,0.35436567664146423
1111111111,2112111001,0.42687326669692993
1111101021,2100101021,0.22371114790439606
1111111011,1111101021,0.342606782913208
1111111011,1112211011,0.30855000019073486
1112111011,2102111000,0.30186590552330017
1112111011,1112011011,0.22670458257198334
1111001010,1101001020,0.1679142415523529
1111001010,1111001000,0.1647101789712906
1111111011,1111001010,0.2961949110031128
1111111011,1112111011,0.29673755168914795
2111111001,2111101001,0.2666248679161072
2111111001,2112111001,0.24415172636508942
2111101021,2110101021,0.17742383480072021
2111111011,2111101021,0.3174079358577728
2111111011,2111111001,0.24505135416984558
2111101011,2111101021,0.22102397680282593
2111111011,2111101011,0.2976200580596924
1111111011,2111111011,0.28385335206985474
1111111111,1111111011,0.31683096289634705
2100101021,2000100021,0.16078059375286102
1112111111,2112111211,0.2943273186683655
1112111111,0112210011,0.3583765923976898
1112111111,2112101000,0.4552796185016632
1111111111,1112111111,0.32780271768569946
1111111111,2100101021,0.4620986580848694
1111111211,2112111221,0.3668687343597412
1111111211,1111001211,0.3072657585144043
2101111011,2100101000,0.31138700246810913
2101111011,2102110021,0.2949930429458618
2111111111,2110101001,0.38825154304504395
2111111111,2112111221,0.30492791533470154
2111111111,2101111011,0.294772744178772
1111111111,2111111111,0.31417223811149597
1111111111,1111111211,0.26287615299224854
