parent,child,pred_len
1100101000,1100001000,0.13506516814231873
1100111000,1100010000,0.15785056352615356
1100111000,1100101000,0.22513310611248016
2100111000,2100101000,0.20586872100830078
1100111000,2100111000,0.19516676664352417
2220102101,2220102200,0.16175022721290588
2120100101,2120100100,0.2377151995897293
2120100101,2020100101,0.2092597633600235
2120101101,2120100101,0.1925034075975418
2120101101,2220102101,0.25777414441108704
1101111000,1102111000,0.20061138272285461
1101111000,1100111000,0.1666862964630127
1111111111,1101111000,0.33797362446784973
1111111111,2120101101,0.39822494983673096
