parent,child,pred_len
0112211021,0112210021,0.2469232827425003
0112111021,0112011021,0.20896074175834656
0112111021,0112211021,0.24079455435276031
0201010201,0201000201,0.2824861407279968
1112111021,2122211021,0.24582427740097046
1112111021,0112111021,0.2352791279554367
1111111021,0100011021,0.21667450666427612
1111111021,1112111021,0.26008957624435425
1111111121,2202011221,0.3252338171005249
1111111121,1111111021,0.2786847949028015
0101010101,0101000000,0.41674622893333435
0101010101,0201010201,0.3220245838165283
1111111111,0101010101,0.30064278841018677
1111111111,1111111121,0.29872241616249084
