parent,child,pred_len
2100111001,2100111000,0.20647990703582764
2100111001,2100101001,0.2677823305130005
2102111000,2102101000,0.19984078407287598
2101111001,2102111000,0.24116161465644836
2101111001,2100111001,0.2011374533176422
2101111101,2101101201,0.2740560472011566
2101111101,2101111001,0.25771602988243103
0111101121,0121201121,0.23111705482006073
0111101121,0200000021,0.29034551978111267
1101111101,0100001000,0.35139963030815125
1101111101,2101111101,0.2776448726654053
1111111111,1101111101,0.29810041189193726
1111111111,0111101121,0.40060171484947205
