parent,child,pred_len
1111111221,1111011221,0.20718355476856232
1111111221,0111111221,0.2476675808429718
0122211011,0122211021,0.2668706774711609
0122212021,0022212021,0.22862540185451508
1111111221,1111211221,0.23882834613323212
2111111221,2111211221,0.2187228798866272
0122211011,0122212021,0.3087146580219269
0111111121,0111211021,0.30648869276046753
0111111121,0101111121,0.26106223464012146
1111111221,2111111221,0.2593330442905426
1112111111,2112111111,0.3122282922267914
1112111111,0012111111,0.2670852243900299
1111211101,1011211101,0.2308732122182846
1111211101,1112211101,0.306378573179245
2110111001,2110000000,0.25551921129226685
1111111111,1111211101,0.3077937662601471
1111111111,1112111111,0.32780271768569946
1111111121,1111111221,0.22904814779758453
1111111121,0111111121,0.2640625834465027
1111111111,1111111121,0.29872241616249084
1112211111,1112212121,0.35347238183021545
1112211111,0122211011,0.33645814657211304
1111111111,1112211111,0.3402535021305084
1111111001,0111001001,0.2848145365715027
1111111001,2110111001,0.25403478741645813
1111111111,1111111001,0.33437421917915344
