parent,child,pred_len
1100001201,0100001201,0.20684809982776642
2102211101,2102212101,0.271651953458786
2102211101,2102210101,0.23945695161819458
1100001201,2100001201,0.21714584529399872
2102211101,2102212202,0.30584144592285156
1100001101,2100002001,0.30706849694252014
1100001101,1100001201,0.1905203014612198
2102000000,2202000000,0.18277719616889954
1101001101,2102000000,0.31491324305534363
1101001101,1100001101,0.19960561394691467
2102111101,2102120202,0.25604498386383057
2102111101,2102211101,0.2334561049938202
1101111101,2102111101,0.32563862204551697
1101111101,1101001101,0.2885800302028656
0112210221,0122210221,0.29862380027770996
0112210221,0212210221,0.3572986125946045
1111111111,0112210221,0.3740372359752655
1111111111,1101111101,0.29810041189193726
