parent,child,pred_len
2101101000,2100101000,0.13344056904315948
2101111000,2100111000,0.1514456570148468
2101111000,2101101000,0.2012898176908493
2122111121,2122111021,0.22969071567058563
2100121000,2000120000,0.11179244518280029
2111111000,2110101000,0.2051284909248352
2111111000,2101111000,0.1554756462574005
2122111121,2122211121,0.20882123708724976
0112111200,0112211200,0.19712482392787933
0112111200,0112011200,0.16977328062057495
2111111000,2100121000,0.15260609984397888
2111111001,2210100001,0.3167898952960968
2111111001,2111111000,0.20551303029060364
2111111101,2121101100,0.2847723364830017
2111111101,2111111001,0.26201096177101135
0111111100,0111011000,0.21180099248886108
0111111100,0112111200,0.22763597965240479
1111111101,0111111100,0.2710234820842743
1111111101,2111111101,0.2821456491947174
2112111121,2112112021,0.2953333258628845
2112111121,2122111121,0.21216849982738495
1111111111,2112111121,0.38709452748298645
1111111111,1111111101,0.29599785804748535
