parent,child,pred_len
1112111111,1112111121,0.2968326210975647
1111111111,1112111111,0.32780271768569946
1111111001,1112111001,0.2657994329929352
2111111111,2110111211,0.2416405826807022
1111111111,1111111001,0.33437421917915344
1111111111,1110111121,0.2990110516548157
2111111111,2110111001,0.3097902536392212
1111111111,2111111111,0.31417223811149597
1111110111,1111110201,0.34217262268066406
1111111111,1111110111,0.28673073649406433
1111112101,1111102001,0.4141157567501068
1111112101,1111112201,0.2776581346988678
2100001001,2100002000,0.19620782136917114
2100001001,2100000001,0.1699998527765274
1111111111,1111112101,0.34028902649879456
1111111111,2100001001,0.42755478620529175
