parent,child,pred_len
1111111221,0111111221,0.2476675808429718
1111111221,1111011221,0.20718355476856232
1111111221,2111111221,0.2593330442905426
1111211221,2111211221,0.2698774039745331
0122211011,0122211021,0.2668706774711609
1111111221,1111211221,0.23882834613323212
0111211011,0111211021,0.296190470457077
0111211011,0122211011,0.31213557720184326
1111211111,1112211101,0.3580036163330078
1111211111,0111211011,0.3520175516605377
1112212121,0122212021,0.3466910719871521
1111111121,0101111121,0.26602405309677124
1111111121,1111111221,0.22904814779758453
2111111111,2110111001,0.3097902536392212
2111111111,2112111111,0.30319052934646606
1111111111,2111111111,0.31417223811149597
1111111111,1111111121,0.29872241616249084
1111111111,0111001001,0.40976566076278687
1111211111,1112212121,0.4093684256076813
1011111111,0012111111,0.36625486612319946
1011111111,1011211101,0.3219926059246063
1011111111,0022212021,0.4807823598384857
1111111111,1111211111,0.29103535413742065
1111111111,1011111111,0.24891217052936554
1111111111,2110000000,0.43516141176223755
