parent,child,pred_len
2111212121,2112212221,0.306360125541687
0112211221,0112212221,0.29171332716941833
2111212121,2121212221,0.248750701546669
1111211121,2111212121,0.3307732045650482
1111211121,0112211221,0.3042149841785431
2212212111,2222212000,0.2872248888015747
2212212111,2212212221,0.248856320977211
1111211111,2110211201,0.32520702481269836
1111211111,1111211121,0.3101975619792938
1111211111,2212212111,0.4782586991786957
0112211000,0012211000,0.16481348872184753
0112211000,0112210000,0.19314023852348328
1111111111,0112211000,0.4269668459892273
1111111111,1111211111,0.29103535413742065
