parent,child,pred_len
2110101221,2120101221,0.1811874508857727
2111111201,2111101201,0.278240829706192
2111111201,2112111201,0.25512924790382385
1112111221,2112111221,0.25760096311569214
1110101221,1110001221,0.18826676905155182
1110101221,2110101221,0.2370786815881729
1110101121,2110101021,0.2880919873714447
1110101121,1110101221,0.20866046845912933
1111111211,1112111221,0.3293061852455139
1111111211,2111111201,0.3128325641155243
1111111111,1111111211,0.26287615299224854
1111111111,1110101121,0.3762304186820984
1111111111,2100101000,0.46036413311958313
