parent,child,pred_len
1111101221,2111101221,0.23200836777687073
1111101221,1111001221,0.18398867547512054
1111101211,1111001201,0.22670239210128784
1111101211,1111101221,0.2521669864654541
1111101111,1110001021,0.27918368577957153
1111101111,1111101211,0.2352968156337738
1110101001,0110101001,0.22104907035827637
1110101001,2100101000,0.23473210632801056
1111111001,1112211000,0.2780801057815552
1111111001,1110101001,0.28978538513183594
1111111111,2112111221,0.3671928942203522
1111111111,1111101111,0.35436567664146423
1111111111,1111111001,0.33437421917915344
